season,timestamp,institution,location,subject_area,review_date,url,rank,appointment
2022-2023,2022-10-10T07:19:34.604,University of Portsmouth,United Kingdom,Bioinformatics,2022-10-30,https://port.engageats.co.uk/ViewVacancyV2.aspx?enc=mEgrBL4XQK0+ld8aNkwYmLNgwiB57qr5TuDwJLl31U1W0AhYKKjENZ3eIAdZf/llRS6v16WbDv4eC0qKb+2a4tFJgx/RouWYe5yiwgzXd113+F/YUSFn64BgIz7FuDNqGjYgojddyLjTK63C1bObxg==,Lecturer,Tenure Track
2022-2023,2022-10-10T09:00:03.563,University of Kentucky,Kentucky,Urban Landscape Entomology,2022-12-01,https://ukjobs.uky.edu/postings/427807,Asst Prof,Tenure Track
2022-2023,2022-10-10T09:16:02.586,University of Georgia,Georgia,Artificial Intelligence & Microbiome Research,2022-10-31,https://www.ugajobsearch.com/postings/283152,Asst / Assoc Prof,Tenure Track
2022-2023,2022-10-10T09:34:54.174,Universität Hamburg,Germany,Systematic Zoology,2022-11-05,https://jobs.sciencecareers.org/job/619550/w3-professorship-for-systematic-zoology/,W3 Full Professor,Tenure Track
2022-2023,2022-10-10T09:36:24.050,University of Kansas,Kansas,Monarch Watch Endowed Directorship,2022-12-01,https://jobs.sciencecareers.org/job/619465/monarch-watch-endowed-directorship-and-professorship-/,Full Prof,Tenure Track
2022-2023,2022-10-10T09:40:07.278,Hong Kong University of Science & Technology,Asia (Other),Ocean Sciences & Technology,,https://www.nature.com/naturecareers/job/faculty-positions-the-hong-kong-university-of-science-and-technology-764870,Rank Open,Tenure Track
2022-2023,2022-10-10T09:56:38.999,Kew Royal Botanical Gardens,United Kingdom,Mycology / Evolution / Systematics,2022-10-17,https://careers.kew.org/vacancy/-citizen-mycology-support-officer-darwin-tree-of-life-project-502750.html,Staff,Fixed Term
2022-2023,2022-10-10T10:32:39.049,Appalachian State University,North Carolina,Molecular Biology,2022-10-17,https://appstate.peopleadmin.com/postings/36340,Asst Prof,Tenure Track
2022-2023,2022-10-10T10:35:16.486,Appalachian State University,North Carolina,Agroecology,2022-11-10,https://appstate.peopleadmin.com/postings/36571,Asst Prof,Tenure Track
2022-2023,2022-10-10T18:56:47.739,University of Louisiana Monroe,Louisiana,Evolutionary Biology,,https://www.schooljobs.com/careers/ulm/jobs/3756213/assistant-professor-of-biology-evolution,Asst Prof,Tenure Track
2022-2023,2022-10-10T19:55:48.130,"University of California, San Diego",California,Marine Animal Physiology,2022-11-21,https://apol-recruit.ucsd.edu/JPF03407,Asst Prof,Tenure Track
2022-2023,2022-10-10T20:06:30.493,UCLA,California,Plant Biology,2022-11-02,https://recruit.apo.ucla.edu/JPF07888,Asst / Assoc Prof,Tenure Track
2022-2023,2022-10-10T21:53:12.919,USFWS - Fish and Aquatic Conservation,Negotiable Within US,Aquatic Habitat Regional Coordinator,2022-10-11,https://www.usajobs.gov/job/682062200,GS 12/13,Permanent Non-TT
2022-2023,2022-10-11T06:37:43.545,University of Texas at Tyler,Texas,Genetics,2022-12-01,https://www.higheredjobs.com/region/details.cfm?JobCode=178137123&Title=Assistant%20Professor%20of%20Genetics,Asst Prof,Tenure Track
2022-2023,2022-10-11T06:50:47.928,East Carolina University,North Carolina,Disease or Macroecology,2022-11-07,https://ecu.peopleadmin.com/postings/56517,Asst Prof,Tenure Track
2022-2023,2022-10-11T07:05:49.438,American University,District of Columbia,Environmental Science,2022-11-07,https://apply.interfolio.com/115222,Asst Prof,Tenure Track
2022-2023,2022-10-11T07:16:31.780,Georgia Tech,Georgia,Ecology,2022-11-01,https://careers.hprod.onehcm.usg.edu/psp/careers/CAREERS/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=3000&JobOpeningId=249769&PostingSeq=1,Rank Open,Tenure Track
2022-2023,2022-10-11T07:18:58.449,Colorado State University Pueblo,Colorado,Wildlife & Natural Resources,2022-11-03,https://www.governmentjobs.com/careers/colorado/jobs/3752327/assistant-or-associate-professor-of-wildlife-and-natural-resources,Asst / Assoc Prof,Tenure Track
2022-2023,2022-10-11T07:30:35.184,Northwest Missouri State University,Missouri,Vertebrate Morphology / Anatomy,,https://jobs.chronicle.com/job/37329959/assistant-professor-of-biology-vertebrate-morphology-anatomy-or-term-lecturer-natural-sciences/,Asst Prof,Tenure Track
2022-2023,2022-10-11T07:36:31.019,University of Cincinnati Blue Ash ,Ohio,Biology,2022-10-31,"https://jobs.uc.edu/job/Cincinnati-Assistant-Professor,-Biology,-UC-Blue-Ash-College-OH-45201/941234600/",Asst Prof,Tenure Track
2022-2023,2022-10-11T07:38:30.079,Shawnee State University,Ohio,Biology,2022-11-03,https://jobs.shawnee.edu/postings/7078,Asst Prof,Tenure Track
2022-2023,2022-10-11T07:40:31.050,Wittenberg College,Ohio,Restoration Ecology,2022-11-01,https://wittenberg.interviewexchange.com/jobofferdetails.jsp;jsessionid=1CC05B7CB01B99CD13566DBC038AE211?JOBID=153816,Asst Prof,Tenure Track
2022-2023,2022-10-11T07:45:55.822,Penn State Harrisburg,Pennsylvania,Biology,,https://psu.wd1.myworkdayjobs.com/en-US/PSU_Academic/details/Assistant-Teaching-Professor---Biological-Science_REQ_0000036467-1?q=biology,Asst Teaching Prof,Permanent Non-TT
2022-2023,2022-10-11T07:48:59.940,Northern New Mexico College,New Mexico,Biology / Environmental Science,2022-11-01,https://nnmc.edu/assistant-professor-of-biology-environmental-science/,Asst Prof,Tenure Track
2022-2023,2022-10-11T07:55:01.912,University of Virginia at Wise,Virginia,Anatomy & Physiology,2022-11-01,https://uva.wd1.myworkdayjobs.com/en-US/uvajobs/job/College-at-Wise-Wise-VA/Instructor-in-Biology--Anatomy-Physiology-_R0030118-1,Instructor,Permanent Non-TT
2022-2023,2022-10-11T08:00:08.104,Utah Valley University,Utah,Anatomy & Physiology,2022-11-12,https://www.uvu.jobs/postings/30936,Open Rank,Tenure Track
2022-2023,2022-10-11T08:01:59.091,Auburn University,Alabama,Insect Ecology,2022-11-28,https://www.auemployment.com/postings/32830,Asst / Assoc Prof,Tenure Track
2022-2023,2022-10-11T08:05:33.837,Carthage College,Wisconsin,Genetics and Cellular Biology,,https://carthage.applicantpro.com/jobs/2604560.html,Asst Prof,Tenure Track
2022-2023,2022-10-11T08:08:12.457,Washington College,Maryland,Biology,2023-01-13,https://washcoll.hrmdirect.com/employment/job-opening.php?req=2232153,Visiting Asst Prof,Fixed Term
2022-2023,2022-10-11T08:13:25.364,Bethel University,Minnesota,Anatomy & Physiology,,https://facultycareers-bethel.icims.com/jobs/1790/job?utm_source=indeed_integration&iis=Job+Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f&mode=job&iis=online+advertisement&iisn=Indeed&mobile=false&width=936&height=500&bga=true&needsRedirect=false&jan1offset=-360&jun1offset=-300,Asst Prof,Tenure Track
2022-2023,2022-10-11T08:16:58.870,Goshen College,Indiana,Marine Biology,2022-10-20,https://www.goshen.edu/employment/2022/09/29/assistant-or-associate-professor-of-marine-biology-tenure-track-program-director-of-j-n-roth-marine-biology-station/,Asst / Assoc Prof,Tenure Track
2022-2023,2022-10-11T08:26:02.055,Southern Maine Community College,Maine,Biology,,https://www.higheredjobs.com/details.cfm?JobCode=178126564,Asst Prof,Tenure Track
2022-2023,2022-10-11T08:27:53.260,Shawnee State University,Ohio,Anatomy & Physiology,2022-10-31,https://jobs.shawnee.edu/postings/7079,Asst Prof,Fixed Term
2022-2023,2022-10-11T08:30:59.393,St. Ambrose University,Iowa,Microbiology,,https://stambroseuniv.applicantlist.com/jobs/864707.html ,Asst Prof,Tenure Track
2022-2023,2022-10-11T08:37:13.447,CUNY (Brooklyn),New York,Climate & Aquatic Environment ,2022-10-27,https://cuny.jobs/brooklyn-ny/associate-professor-climate-and-aquatic-environment-director-aquatic-research-and-environmental-assessment-center/5B35B1DB9E864195A151CE392899478B/job/,Assoc Prof,Tenure Track
2022-2023,2022-10-11T08:41:41.655,Farmingdale State College,New York,Biology,2022-11-28,https://farmingdale.interviewexchange.com/jobofferdetails.jsp;jsessionid=52769C52987E24548F1066C24A8DCE40?JOBID=153983&utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,Asst Prof,Tenure Track
2022-2023,2022-10-11T08:46:12.853,University of Maryland Eastern Shore,Maryland,Fisheries,2022-11-15,https://umes.peopleadmin.com/postings/3272,Asst Prof,Tenure Track
2022-2023,2022-10-11T08:50:23.909,Flagler College,Florida,Biology,2022-10-15,https://apply.interfolio.com/112064,Asst Prof,Permanent Non-TT
2022-2023,2022-10-11T08:53:33.899,University of Alaska Kenai Peninsula,Alaska,Anatomy & Physiology,2022-10-26,https://careers.alaska.edu/cw/en-us/job/521902/assistantassociate-professor-of-biology,Asst / Assoc Prof,Tenure Track
2022-2023,2022-10-11T08:56:03.764,Warren Wilson College,North Carolina,Mathematics (Data Science),2022-11-13,https://warren-wilson.breezy.hr/p/7ad52a61e506-assistant-professor-of-mathematics-data-science,Asst Prof,Tenure Track
2022-2023,2022-10-11T09:40:13.030,Utah Valley University,Utah,General Biology,2022-11-11,https://www.uvu.jobs/postings/30759,Rank Open,Tenure Track
2022-2023,2022-10-11T11:20:53.548,University of Idaho,Idaho,Rangeland Ecology & Management,2022-10-28,https://uidaho.peopleadmin.com/postings/37932,Asst / Assoc Prof,Tenure Track
2022-2023,2022-10-11T11:37:18.447,University of North Carolina Wilmington,North Carolina,Environmental Social Science,2022-12-01,https://jobs.uncw.edu/postings/26153,Asst Prof,Tenure Track
2022-2023,2022-10-11T11:41:40.207,University of North Carolina Wilmington,North Carolina,Environmental Sciences,2022-11-15,https://jobs.uncw.edu/postings/26151,Lecturer,Permanent Non-TT
2022-2023,2022-10-11T11:57:53.871,Kenyon College,Ohio,Environmental Science,2022-11-11,https://jobs.chronicle.com/job/37337860/assistant-professor-of-environmental-studies-tenure-track/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Asst Prof,Tenure Track
2022-2023,2022-10-11T12:01:58.287,University of Mount Union,Ohio,Environmental Science,,https://www.schooljobs.com/careers/mountunion/faculty/jobs/3756117/assistant-professor-of-environmental-science-tenure-track?pagetype=jobOpportunitiesJobs,Asst Prof,Tenure Track
2022-2023,2022-10-11T12:04:43.115,University of Minnesota Morris,Minnesota,Indigenous Environmental Studies,2022-11-15,"https://hr.myu.umn.edu/jobs/ext/352048

",Asst Prof,Tenure Track
2022-2023,2022-10-11T12:22:56.868,University of North Texas,Texas,Environmental Science / Ecology,,https://jobs.untsystem.edu/postings/65016,Rank Open,Permanent Non-TT
2022-2023,2022-10-11T22:59:32.620,Memorial University,Canada,Ocean Biosciences,2022-10-30,https://www.universityaffairs.ca/search-job/?job_id=58977,Asst / Assoc Prof,Tenure Track
2022-2023,2022-10-12T08:23:00.609,Field Musuem of Natural History,Illinois,Director of Conservation Center,,https://careers.hireology.com/fieldmuseum/973394/description,Senior Director,Permanent Non-Academic
2022-2023,2022-10-12T11:07:40.392,University of Georgia,Georgia,Marine Conservation & Sustainability,2022-12-31,https://www.ugajobsearch.com/postings/285619,Asst Prof,Tenure Track
2022-2023,2022-10-12T12:11:14.061,University of Alaska Southeast,Alaska,Phycology,2022-11-14,https://careers.alaska.edu/en-us/job/521989/tenuretrack-assistant-professor-of-phycology,Asst Prof,Tenure Track
2022-2023,2022-10-12T12:13:49.072,Virginia Institute of Marine Science (William and Mary),Virginia,Marine Science,2022-10-31,https://jobs.wm.edu/postings/50713,Asst Prof,Tenure Track
2022-2023,2022-10-13T14:47:46.307,Lehigh University,Pennsylvania,Earth & Environmental Sciences,2022-10-15,https://ees.cas.lehigh.edu/content/we-are-hiring-open-tenure-track-assistant-professor-position,Asst Prof,Tenure Track
2022-2023,2022-10-13T14:51:31.356,SUNY ESF,New York,Aquatic Molecular & Cellular Biology,2022-08-01,https://esf.interviewexchange.com/jobofferdetails.jsp;jsessionid=389471E900768C3D49D6D49070ED8303?JOBID=147196,Asst Prof,Tenure Track
2022-2023,2022-10-13T14:54:54.550,North Carolina State University,North Carolina,"Fisheries, Wildlife & Conservation Biology",,https://jobs.ncsu.edu/postings/172476,Asst Prof,Permanent Non-TT
2022-2023,2022-10-13T15:36:03.883,UBC Okanagan,Canada,Department Head / Computational Biology,2023-01-03,https://jobs.sciencecareers.org/job/620354/head-of-biology-associate-or-full-professor-computational-biology-/,Assoc / Full Prof,Tenure Track
2022-2023,2022-10-13T16:03:19.764,Lees-McRae College,North Carolina,Wildlife Ecology / Biologist,,https://www.lmc.edu/career-opportunities/current-employment-opportunities.htm,Asst Prof,Tenure Track
2022-2023,2022-10-13T16:08:14.123,Barnard College,New York,Ecology,2022-11-12,https://careers.barnard.edu/postings/6574,Open Rank,Tenure Track
2022-2023,2022-10-13T16:12:08.774,University of Montana,Montana,Environmental Science,2022-11-13,https://university-montana-hr.silkroad.com/epostings/index.cfm?fuseaction=app.jobinfo&jobid=3629&company_id=16254&version=1&source=ONLINE&JobOwner=992276&startflag=1,Asst Prof,Tenure Track
2022-2023,2022-10-13T16:50:05.238,Shenandoah University,Virginia,Anatomy & Physiology,,https://jobs.silkroad.com/ShenandoahUniversity/EmploymentPortal/jobs/1749,Asst Prof,Permanent Non-TT
2022-2023,2022-10-13T19:42:44.256,Fairmont State University,West Virginia,Anatomy & Physiology,2022-10-24,https://jobs.chronicle.com/job/37338580/assistant-professor-of-biology-/,Asst Prof,Tenure Track
2022-2023,2022-10-14T08:47:31.719,University of Nebraska - Lincoln,Nebraska,"Genes, Genomes & Evolution",2022-12-01,https://employment.unl.edu/postings/82326,Asst Prof,Tenure Track
2022-2023,2022-10-14T08:56:32.789,Sul Ross University,Texas,Plant Systematics,,https://sulross.peopleadmin.com/postings/6868,Asst Prof,Tenure Track
2022-2023,2022-10-14T09:28:05.213,Utah State University,Utah,Population Ecology,2022-12-05,https://careers-usu.icims.com/jobs/5764/job,Asst Prof,Tenure Track
2022-2023,2022-10-14T11:30:00.021,University of Georgia,South Carolina,Disease Ecology (with interest in machine learning and/or AI),2023-01-01,https://www.ugajobsearch.com/postings/286782,Rank Open,Tenure Track
2022-2023,2022-10-14T12:21:25.708,University of Minnesota,Minnesota,Forest Management,2022-11-15,z.umn.edu/FR-Bioecon/,Asst Prof,Permanent Non-TT
2022-2023,2022-10-14T15:27:47.118,South Dakota State University,South Dakota,Wetland / Aquatic Sciences,2022-11-08,https://yourfuture.sdbor.edu/postings/31471,Asst Prof,Tenure Track
2022-2023,2022-10-14T17:50:49.070,Dakota College at Bottineau,North Dakota,Biology / Fisheries & WIldlife,,https://prd.hcm.ndus.edu/psc/recruit/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&JobOpeningId=2945527&SiteId=1&PostingSeq=1&,Asst Prof,Tenure Track
2022-2023,2022-10-14T20:47:04.070,Cal Poly Humboldt,California,Wetland & Waterfowl Ecology,2022-11-30,https://csucareers.calstate.edu/detail.aspx?pid=98822&source=IND,Asst Prof,Tenure Track
2022-2023,2022-10-14T20:56:17.897,Northeastern University,Massachusetts,Sustainable Blue Economies,,https://northeastern.wd1.myworkdayjobs.com/en-US/careers/job/Open-Rank--Assistant-Associate-Professor---Sustainable-Blue-Economies_R109729,Asst Prof,Tenure Track
2022-2023,2022-10-14T21:04:01.152,Augustana University,South Dakota,Biology,2022-11-14,https://www.augie.edu/faculty-positions#Visiting%20Asst%20Prof%20Bio,Visiting Asst Prof,Fixed Term
2022-2023,2022-10-14T21:27:30.687,Oakton Community College,Illinois,Biology,,https://jobs.chronicle.com/job/37339905/biology-faculty-bio-23-/,Asst Prof,Tenure Track
2022-2023,2022-10-15T22:47:04.664,UC Davis,California,Wetland Ecology,2022-12-01,https://recruit.ucdavis.edu/JPF05300?utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,Asst Prof,Tenure Track
2022-2023,2022-10-16T05:59:28.271,East Carolina University,North Carolina,Economic or Ecological Modeling,2022-11-02,https://ecu.peopleadmin.com/postings/56382,Asst Prof,Tenure Track
2022-2023,2022-10-16T11:26:24.992,Aarhus University,Denmark,Landscape Biogeochemistry,,https://www.nature.com/naturecareers/job/tenure-track-assistant-associate-professor-in-landscape-biogeochemistry-aarhus-university-au-764937,Asst / Assoc Prof,Tenure Track
2022-2023,2022-10-17T04:19:05.047,Northeastern University,Massachusetts,Aquaculture,2022-12-01,https://northeastern.wd1.myworkdayjobs.com/en-US/careers/job/Open-Rank--Assistant-Associate-Professor---Sustainable-Blue-Economies_R109729,Asst / Assoc Prof,Tenure Track
2022-2023,2022-10-17T04:57:14.396,University of Illinois Urbana-Champaign,Illinois,Wildlife Ecology & Conservation,2022-10-31,https://illinois.csod.com/ux/ats/careersite/1/home/requisition/1564?c=illinois,Asst Prof,Tenure Track
2022-2023,2022-10-17T06:32:58.439,Angelo State University,Texas,Collection Manager,2022-11-11,https://wfscjobs.tamu.edu/jobs/collections-manager-angelo-state-natural-history-collection-san-angelo-texas/,Collection Manager,Fixed Term
2022-2023,2022-10-17T07:45:47.412,Kiel University,Germany,Mathematics in the Life Sciences,2022-11-17,https://www.berufungen.uni-kiel.de/de/dateien/oeffentl.-dateien/w3/mathematik-in-den-lebenswissenschaften/,W3 Full Prof,Tenure Track
2022-2023,2022-10-17T11:19:15.875,Warren Wilson College,North Carolina,Zoology,2022-11-18,https://www.higheredjobs.com/institution/details.cfm?JobCode=178146094&Title=Assistant%20Professor%20of%20Biology,Asst Prof,Permanent Non-TT
2022-2023,2022-10-17T13:13:01.078,Georgia Institute of Technology,Georgia,Microbiology,,"https://careers.hprod.onehcm.usg.edu/psp/careers/CAREERS/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=3000&JobOpeningId=248964&PostingSeq=1

",Rank Open,Tenure Track
2022-2023,2022-10-17T13:50:19.874,University of California Los Angeles,California,Population Biology,2022-11-16,https://recruit.apo.ucla.edu/JPF07931,Asst Prof,Tenure Track
2022-2023,2022-10-17T14:13:09.841,Mississippi State University,Mississippi,Urban & Structural Pest Entomology,2022-11-06,https://explore.msujobs.msstate.edu/en-us/job/504753/assistantassociate-professor,Asst / Assoc Prof,Tenure Track
2022-2023,2022-10-17T16:17:50.341,University of Arizona,Arizona,Ecology,2022-11-08,https://arizona.csod.com/ux/ats/careersite/4/home/requisition/12149?c=arizona,Asst Prof,Tenure Track
2022-2023,2022-10-17T23:54:56.873,University of Minnesota,Minnesota,Plant Biology,2022-12-01,https://hr.myu.umn.edu/jobs/ext/352245,Asst Prof,Tenure Track
