season,timestamp,institution,location,subject_area,review_date,url,rank,appointment,institution_clean,carnegie_basic,is_r1
2022-2023,2023-02-10T19:52:53.314,Indiana State University,Indiana,Evolutionary Ecology,2023-01-15,https://jobs.sciencecareers.org/job/637582/assistant-professor-evolutionary-ecologist?utm_source=EmailAFriend&amp;utm_medium=email&amp;utm_campaign=637582,Asst Prof,Tenure Track,Indiana State University,17,false
2022-2023,2023-02-11T09:48:09.477,Hunter College,New York,Animal Behavior,2023-03-15,https://hrsa.cunyfirst.cuny.edu/psc/erecruit/EMPLOYEE/HRMSCG/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=26393&PostingSeq=1,Rank Open,Tenure Track,CUNY Hunter College,18,false
2022-2023,2023-02-12T18:23:11.515,Colorado State University,Colorado,Human Dimensions of Natural Resources,2023-02-13,https://jobs.colostate.edu/postings/119901?job_application_id=719122,Asst Prof,Tenure Track,Colorado State University-Fort Collins,15,true
2022-2023,2023-02-13T08:58:58.712,University of Maine,Maine,Darling Marine Center Director,2023-03-20,https://umaine.hiretouch.com/job-details?jobID=80356&job=director-of-the-darling-marine-center,Rank Open,Tenure Track,University of Maine,15,true
2022-2023,2023-02-14T09:14:29.212,Penn State University,Pennsylvania,Invasive Species,2023-03-17,https://psu.wd1.myworkdayjobs.com/en-US/PSU_Academic/details/Assistant-or-Associate-Professor-of-Invasive-Species-Biology-and-Management_REQ_0000040487-1,Asst / Assoc Prof,Tenure Track,Pennsylvania State University-Main Campus,15,true
2022-2023,2023-02-14T18:50:22.437,University of Nebraska-Lincoln,Nebraska,Crops IPM Entomologist,2023-03-15,https://employment.unl.edu/postings/84226?fbclid=IwAR22lVrcvOEXvssSe1jopnPqgM-mi-QfJdix7uh6NAsYvsa2SphuxJnIMNM,Asst Prof,Tenure Track,University of Nebraska-Lincoln,15,true
2022-2023,2023-02-15T11:12:42.218,University of Arkansas Little Rock,Arkansas,Biology broadly cast,2023-02-10,https://uasys.wd5.myworkdayjobs.com/en-US/UASYS/job/Assistant-Professor---9-MONTH_R0028668,Asst Prof,Tenure Track,University of Arkansas at Little Rock,16,false
2022-2023,2023-02-16T10:12:27.553,American Museum of Natural History,New York,Conservation Science,,https://careers.amnh.org/postings/3476,Assoc / Full Prof,Tenure Track,,,
2022-2023,2023-02-20T06:59:46.844,Central Connecticut State University,Connecticut,Microbial Ecologist / Environmental Microbiologist,2023-03-30,https://host.pcrecruiter.net/pcrbin/jobboard.aspx?action=detail&recordid=401069757901771&pcr-id=fGNlbnRyYWxjb25uZWN0aWN1dHN0YXRldW5pdmVyc2l0eS7HVxo%2FWyP0livlwRAXZPDG8X6H%2Fxq1spJ1AnhEBerQuz9W360Ykuhw4qvtp%2BGK3B32pwDTIhi68eDwrgD3SSrsVf1Lij9dleug6bsU6D0wGBO%2F8V4cBB4HHAjROLR7wZAY%2BTtyJyTw6N3sTQ%3D%3D,Asst Prof,Tenure Track,Central Connecticut State University,18,false
2022-2023,2023-02-20T08:25:44.048,Michigan State University,Michigan,Wetland Ecology,2023-03-20,https://careers.msu.edu/en-us/job/513948/assistant-professortenure-system,Asst Prof,Tenure Track,Michigan State University,15,true
2022-2023,2023-02-20T13:01:15.020,"University of Wisconsin, Madison",Wisconsin,Social Genomics,2023-03-21,https://jobs.hr.wisc.edu/cw/en-us/job/517237/assistant-associate-professor-of-social-genomics-cluster-hire?&lApplicationSubSourceID=11291,Asst / Assoc Prof,Tenure Track,University of Wisconsin-Madison,15,true
2022-2023,2023-02-21T10:02:05.460,University of Northern Iowa,Iowa,Data Science & Data Analysis,2023-03-17,https://data-hub-director.uni.edu/,Assoc / Full Prof,Tenure Track,University of Northern Iowa,18,false
2022-2023,2023-02-21T10:17:20.477,Southwestern Oklahoma State University,Oklahoma,"Biology, Human anatomy",,https://swosu.csod.com/ux/ats/careersite/1/home/requisition/303?c=swosu,Asst Prof,Tenure Track,Southwestern Oklahoma State University,18,false
2022-2023,2023-02-21T10:20:20.205,Auburn University,Alabama,Ecosystems Modeling & Observation,2023-03-06,https://www.auemployment.com/postings/35577,Asst Prof,Tenure Track,Auburn University,15,true
2022-2023,2023-02-22T07:19:04.817,Miami University,Ohio,Organismal Biology / Zoology,2023-03-15,https://careers.pageuppeople.com/969/cw/en-us/job/501316?lApplicationSubSourceID=11250,Asst Prof,Tenure Track,Miami University-Oxford,16,false
2022-2023,2023-02-22T07:32:40.555,Reinhardt University,Georgia,Biology,2023-04-30,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=d37a7006-e8af-402c-a70c-4f4185847204&ccId=19000101_000001&source=CC3&lang=en_US&selectedMenuKey=CurrentOpenings&jobId=453577,Asst Prof,Tenure Track,Reinhardt University,22,false
2022-2023,2023-02-22T09:28:17.550,University of Virginia's College at Wise,Virginia,Environmental Science,,https://uva.wd1.myworkdayjobs.com/UVAJobs/job/ASSISTANT-PROFESSOR-OF-ENVIRONMENTAL-SCIENCE_R0043220,Asst Prof,Tenure Track,University of Virginia's College at Wise,21,false
2022-2023,2023-02-23T05:40:28.412,University of Nebraska at Kearney,Nebraska,Evolutionary Biologist / Evolutionary Ecologist,2023-03-22,https://unk.peopleadmin.com/postings/4914?fbclid=IwAR1nLRxnsJfLgceujcE86a7blE7CxzofhsGhHSXfxPpNhcrFW1xRKk4hn2Y,Asst / Assoc Prof,Tenure Track,University of Nebraska at Kearney,18,false
2022-2023,2023-02-24T10:34:22.113,University of New Hampshire,New Hampshire,Bioacoustics,2023-03-05,https://jobs.usnh.edu/postings/54198,Asst Prof,Tenure Track,University of New Hampshire-Main Campus,15,true
2022-2023,2023-02-24T18:12:08.821,Tarleton State University,Texas,Field Station Director / Associate Dean,2023-02-28,https://tamus.wd1.myworkdayjobs.com/en-US/TARLETON_External/details/Associate-Professor-Professor---Associate-Dean-and-Director_R-057033?q=field+station,Assoc / Full Prof,Tenure Track,Tarleton State University,16,false
2022-2023,2023-02-26T05:28:35.284,University of New Hampshire,New Hampshire,Marine Bioacoustics,2023-03-05,https://jobs.usnh.edu/postings/54197,Asst Prof,Tenure Track,University of New Hampshire-Main Campus,15,true
2022-2023,2023-03-05T14:59:46.220,University of Pennsylvania,Pennsylvania,Machine Learning in Biology,2023-03-15,https://apply.interfolio.com/121069,Asst Prof,Tenure Track,University of Pennsylvania,15,true
2022-2023,2023-03-06T08:22:54.095,Boston College,Massachusetts,Microbiology / Microbial Systems Science,2022-11-30,https://www.higheredjobs.com/details.cfm?JobCode=178114542&utm_source=09_25_22&utm_medium=email&utm_campaign=JobAgentEmail_Weekly,Rank Open,Tenure Track,Boston College,15,true
2022-2023,2023-03-07T09:47:00.889,Iowa State University,Iowa,Pollinator Ecology & Conservation,2023-03-25,https://isu.wd1.myworkdayjobs.com/en-US/IowaStateJobs/details/Assistant-Professor---Pollinator-Ecology-and-Conservation_R11161?jobFamilyGroup=ad349100dff401ea127be90a060a22e3,Asst Prof,Tenure Track,Iowa State University,15,true
2022-2023,2023-03-07T17:44:04.758,University of New Hampshire,New Hampshire,Neuroscience and Behavior,2023-05-01,https://jobs.usnh.edu/postings/54342,Asst Prof,Tenure Track,University of New Hampshire-Main Campus,15,true
2022-2023,2023-03-08T09:28:04.916,SUNY Geneseo,New York,Plant Biology,2023-04-03,https://jobs.geneseo.edu/postings/4254,Asst Prof,Tenure Track,SUNY College at Geneseo,20,false
2022-2023,2023-03-08T16:28:49.602,Indiana University Purdue University Indianapolis,Indiana,Biology,2023-04-01,https://indiana.peopleadmin.com/postings/17260,Asst Prof,Tenure Track,Indiana University-Purdue University-Indianapolis,16,false
2022-2023,2023-03-09T11:47:02.758,University of North Alabama,Alabama,Vertebrate Biology,2023-03-20,https://jobs.una.edu/postings/6807,Asst Prof,Tenure Track,University of North Alabama,18,false
2022-2023,2023-03-09T19:01:35.238,New College of Florida,Florida,Plant Biology,2023-03-20,https://ncf.simplehire.com/postings/778,Asst Prof,Tenure Track,New College of Florida,21,false
2022-2023,2023-03-10T12:52:24.109,Oregon State University-Cascades,Oregon,Biochemistry and molecular biology,2023-03-26,https://jobs.oregonstate.edu/postings/133035,Asst / Assoc Prof,Tenure Track,Oregon State University,15,true
2022-2023,2023-03-14T07:53:21.870,Carthage College,Wisconsin,Genetics,2023-03-15,https://www.carthage.edu/live/news/45873-assistant-professor-of-biology,Asst Prof,Tenure Track,Carthage College,20,false
2022-2023,2023-03-16T03:58:47.603,University of Connecticut,Connecticut,One Health,2022-10-15,https://scholarshipdb.net/jobs-in-United-States/Assistant-Professor-One-Health-Approaches-To-Infectious-Diseases-University-Of-Connecticut-U-Conn=UpeQS8Z67RGUYQAlkGUTnw.html,Asst Prof,Tenure Track,University of Connecticut,15,true
2022-2023,2023-03-18T12:58:00.069,Chicago State University,Illinois,Ecology or Environmental Biology,2023-04-21,https://chicagostate.peopleadmin.com/postings/14237,Asst Prof,Tenure Track,Chicago State University,18,false
2022-2023,2023-03-20T06:03:51.218,New Mexico State University,New Mexico,Soil Microbiology & Soil Health,2023-04-15,https://jobs.nmsu.edu/postings/49880,Asst Prof,Tenure Track,New Mexico State University-Main Campus,16,false
2022-2023,2023-03-21T09:46:40.028,Christian Brothers University,Tennessee,Plant Biology/Evolution,,https://cbu.interviewexchange.com/jobofferdetails.jsp;jsessionid=391AB0DBA90C52360986EC9E049B8EDE;jsessionid=9C077D0193B9C2355024CC42AC82E85A?JOBID=160204,Asst Prof,Tenure Track,Christian Brothers University,19,false
2022-2023,2023-03-21T09:51:04.202,University of Vermont,Vermont,Traditional Ecological Knowledge,2023-04-01,https://www.uvmjobs.com/postings/61069,Asst Prof,Tenure Track,University of Vermont,16,false
2022-2023,2023-03-21T09:54:48.020,University of Idaho,Idaho,Soil and Water Systems,2023-03-28,https://uidaho.peopleadmin.com/postings/39713,Dept Head,Tenure Track,University of Idaho,16,false
2022-2023,2023-03-21T10:05:36.927,Lake Superior State University,Michigan,Conservation Biology & GIS,2023-05-01,https://jobs.lssu.edu/jobs/assistant-professor-of-conservation-biology-gis-sault-ste-marie-michigan-united-states,Asst Prof,Tenure Track,Lake Superior State University,22,false
2022-2023,2023-03-21T10:08:31.732,University of Wisconsin-Stevens Point,Wisconsin,Urban & Community Forestry / Arboriculture,2023-04-09,https://www3.uwsp.edu/hr/jobs/Pages/AcademicJobView.aspx?UWSPJobsCode=19418,Asst Prof,Tenure Track,University of Wisconsin-Stevens Point,19,false
2022-2023,2023-03-21T10:13:25.696,University of Nebraska-Lincoln,Nebraska,Messy Data,2023-03-27,https://employment.unl.edu/postings/84521,Rank Open,Tenure Track,University of Nebraska-Lincoln,15,true
2022-2023,2023-03-22T08:53:10.122,University of Southern California,California,Human and Evolutionary Biology,2023-04-01,https://usccareers.usc.edu/job/los-angeles/full-time-teaching-track-faculty-position-in-biological-sciences-human-and-evolutionary-biology/1209/46059181824,Lecturer,Tenure Track,University of Southern California,15,true
2022-2023,2023-03-29T12:32:18.997,Northeastern State University,Oklahoma,Freshwater Science,2023-04-24,https://www.higheredjobs.com/search/details.cfm?JobCode=178338965&Title=Assistant%20Professor%2C%20Freshwater%20Sciences,Asst Prof,Tenure Track,Northeastern State University,18,false
2022-2023,2023-03-30T09:44:52.850,University of Florida- WFREC,Florida,Forest Management,2023-05-20,https://explore.jobs.ufl.edu/en-us/job/526315,Asst Prof,Tenure Track,University of Florida,15,true
2022-2023,2023-03-30T11:30:37.335,State University of New York at Geneseo,New York,Biology & Psychology,2023-04-02,https://jobs.geneseo.edu/postings/4255,Asst Prof,Tenure Track,SUNY College at Geneseo,20,false
2022-2023,2023-03-30T12:09:35.834,University of Idaho,Idaho,Controlled Environmental Agriculture,2023-04-30,https://uidaho.peopleadmin.com/postings/40043,Asst Prof,Tenure Track,University of Idaho,16,false
2022-2023,2023-03-30T20:39:15.744,Oklahoma State University,Oklahoma,Horticulture and Landscape Architecture,2023-05-01,https://okstate.csod.com/ats/careersite/JobDetails.aspx?site=8&id=13370&source=HEJ,Asst / Assoc Prof,Tenure Track,Oklahoma State University-Main Campus,15,true
2022-2023,2023-03-31T07:01:37.491,Rutgers University,New Jersey,Coral Reef Biology,,https://jobs.rutgers.edu/postings/195986,Asst Prof,Tenure Track,Rutgers University-New Brunswick,15,true
2022-2023,2023-03-31T07:02:36.231,Rutgers University,New Jersey,Marine Microbial Biogeochemistry,,https://jobs.rutgers.edu/postings/195240,Asst Prof,Tenure Track,Rutgers University-New Brunswick,15,true
2022-2023,2023-04-03T13:06:16.547,"University of Colorado, Boulder",Colorado,"Broad: Life Sciences, Physical Sciences, Computational Biology or Bioengineering",2023-04-03,https://jobs.colorado.edu/jobs/JobDetail/Assistant-Professor/47125,Asst Prof,Tenure Track,University of Colorado Boulder,15,true
2022-2023,2023-04-07T11:06:39.856,Delta State University,Mississippi,Vertebrate Biology,2023-03-01,https://deltastate.peopleadmin.com/postings/4255,Asst Prof,Tenure Track,Delta State University,18,false
2022-2023,2023-04-07T11:08:15.629,Delta State University,Mississippi,Biomedical Sciences,2023-03-01,https://deltastate.peopleadmin.com/postings/4254,Asst Prof,Tenure Track,Delta State University,18,false
2022-2023,2023-04-07T11:08:56.346,Delta State University,Mississippi,Genetics,2023-03-01,https://deltastate.peopleadmin.com/postings/4253,Asst Prof,Tenure Track,Delta State University,18,false
2022-2023,2023-04-07T11:09:32.637,Delta State University,Mississippi,Science Education,2023-03-01,https://deltastate.peopleadmin.com/postings/4261,Asst Prof,Tenure Track,Delta State University,18,false
2022-2023,2023-04-10T10:46:06.103,Florida Southern College,Florida,Ecology,2023-05-25,https://portal.flsouthern.edu/ICS/Employment_App/,Asst Prof,Tenure Track,Florida Southern College,19,false
2022-2023,2023-04-18T11:07:11.901,University of Hawaii Hilo,Hawaii,Marine Science / Marine Biology,2023-04-02,https://hilo.hawaii.edu/uhh/hr/vacancy/1317,Asst Prof,Tenure Track,University of Hawaii at Hilo,17,false
2022-2023,2023-04-18T11:07:57.843,University of Hawaii Hilo,Hawaii,Biology,2023-03-24,https://hilo.hawaii.edu/uhh/hr/vacancy/1313,Asst Prof,Tenure Track,University of Hawaii at Hilo,17,false
2022-2023,2023-04-18T15:08:37.249,Lees-McRae College,North Carolina,Wildlife Ecology,,https://www.lmc.edu/career-opportunities/current-employment-opportunities.htm,Asst Prof,Tenure Track,Lees-McRae College,22,false
2022-2023,2023-05-04T11:14:59.399,Northern Arizona University,Arizona,"Climate, Wildfire, and Disturbance Modeling",2023-05-30,https://apptrkr.com/4153198,Asst Prof,Tenure Track,Northern Arizona University,16,false
2022-2023,2023-05-05T12:52:28.237,South Dakota State University,South Dakota,Bison,2023-05-05,https://yourfuture.sdbor.edu/postings/32917,Asst Prof,Tenure Track,South Dakota State University,16,false
2022-2023,2023-05-18T06:14:24.947,Kentucky Wesleyan College,Kentucky,Biology,2023-06-30,https://kwc.edu/_uploads/sites/2/Job-Posting-2022-09-b-Assistant-Professor-of-Biology-2022-04.pdf,Asst Prof,Tenure Track,Kentucky Wesleyan College,22,false
2022-2023,2023-05-23T12:07:10.495,University of Maine,Maine,Sustainable Agriculture & Farm Business Management Educator,2023-06-12,https://umaine.hiretouch.com/job-details?jobID=81368&job=assistant-extension-professor-sustainable-agriculture-and-farm-business-management-educator,Asst Extension Prof,Tenure Track,University of Maine,15,true
2022-2023,2023-05-23T12:10:07.096,University of Maine,Maine,Sustainable Agriculture and Ornamental Horticulture Educator,2023-06-05,https://umaine.hiretouch.com/job-details?jobID=80654&job=assistant-extension-professor-maine-sustainable-agriculture-and-ornamental-horticulture-educator,Asst Prof,Tenure Track,University of Maine,15,true
2022-2023,2023-05-24T09:54:09.815,LSU AgCenter,Louisiana,Weed Science,2023-06-17,https://lsu.wd1.myworkdayjobs.com/en-US/LSU/job/Madison-B-Sturgis-New-Agronomy-Bldg/Assistant-Associate-Professor--Weed-Science-_R00074122?Job_Profiles=7a9995fc77aa101fe03ed2adb83abd3b&Job_Profiles=7a9995fc77aa101fe03fe8372c16be53&Job_Profiles=7a9995fc77aa101fe03e9103890abcfc&Job_Profiles=7a9995fc77aa101fe03fa8fe7ecdbe13&Job_Profiles=7a9995fc77aa101fe03c558ab5c0bac4&Job_Profiles=7a9995fc77aa101fe03ea5230b41bd10,Rank Open,Tenure Track,Louisiana State University and Agricultural & Mechanical College,15,true
2022-2023,2023-05-24T09:55:09.187,LSU AgCenter,Louisiana,Agronomy,2023-06-16,https://lsu.wd1.myworkdayjobs.com/en-US/LSU/job/Macon-Ridge-TH-Scott-Center/Assistant-Associate-Professor--Agronomy-_R00051215?Job_Profiles=7a9995fc77aa101fe03ed2adb83abd3b&Job_Profiles=7a9995fc77aa101fe03fe8372c16be53&Job_Profiles=7a9995fc77aa101fe03e9103890abcfc&Job_Profiles=7a9995fc77aa101fe03fa8fe7ecdbe13&Job_Profiles=7a9995fc77aa101fe03c558ab5c0bac4&Job_Profiles=7a9995fc77aa101fe03ea5230b41bd10,Asst / Assoc Prof,Tenure Track,Louisiana State University and Agricultural & Mechanical College,15,true
2022-2023,2023-05-26T13:06:15.649,LaSalle University,Pennsylvania,Ecology and Environmental Science,2023-06-01,https://lasalle.peopleadmin.com/postings/4622,Asst Prof,Tenure Track,La Salle University,17,false
2022-2023,2023-06-07T18:58:11.673,Appalachian State University,North Carolina,Evolutionary and Global Change Ecology,2023-06-19,https://www.higheredjobs.com/faculty/details.cfm?JobCode=178421496&Title=Assistant%20Professor%20of%20Biology%2C%20Evolutionary%20and%20Global%20Change%20Ecology,Asst Prof,Tenure Track,Appalachian State University,18,false
2022-2023,2023-06-12T07:50:55.380,Colorado State University,Colorado,Vector-Borne and/or Zoonotic Agents,2023-07-07,https://jobs.colostate.edu/postings/127834,Asst / Assoc Prof,Tenure Track,Colorado State University-Fort Collins,15,true
