day_of_season,running_count,timestamp,institution,location,subject_area
225,72,2023-08-14T12:20:17.395,University of Georgia,Georgia,Insect Physiology
225,73,2023-08-14T13:02:08.603,Bard College,New York,Biology (2 positions)
226,74,2023-08-15T11:11:18.279,Southern Oregon University,Oregon,Environmental Science
227,75,2023-08-16T13:41:49.176,Our Lady of the Lake University,Texas,Plant Biology
228,76,2023-08-17T08:45:39.491,University of Illinois Urbana-Champaign,Illinois,Plant Biology
228,77,2023-08-17T09:17:44.697,Grinnell College,Iowa,Climate Science
228,78,2023-08-17T11:25:30.861,University of Texas at Arlington,Texas,Microbiology
228,79,2023-08-17T12:51:15.152,University of Illinois Urbana-Champaign,Illinois,Insect Microbiomes
228,80,2023-08-17T19:51:34.798,University of Illinois Urbana-Champaign,Illinois,Mammalian Ecology
229,81,2023-08-18T05:23:30.115,"University of California, Berkeley",California,Fungal Biology
229,82,2023-08-18T07:27:34.860,Middlebury College,Vermont,Evolutionary Biology
229,83,2023-08-18T08:27:59.090,Bates College,Maine,Environmental Studies
229,84,2023-08-18T11:36:48.608,"University of California, Santa Cruz",California,Geographical Information Systems
229,85,2023-08-18T12:42:56.816,Dartmouth College,New Hampshire,Indigenous Environmental Studies
229,86,2023-08-18T23:58:06.047,Brown University,Rhode Island,Ecology
230,87,2023-08-19T00:15:55.794,Brown University,Rhode Island,Organismal Biology
231,88,2023-08-20T21:21:51.099,University of California - San Francisco,California,Microbiology and Immunology
231,89,2023-08-20T21:28:07.416,Dartmouth College,New Hampshire,Evolutionary Biology
232,90,2023-08-21T07:39:13.343,American University,District of Columbia,Environmental Health and/or the Global Carbon Cycle
232,91,2023-08-21T11:35:33.726,Washington University in St. Louis,Missouri,Neuroscience
233,92,2023-08-22T08:06:34.180,North Dakota State University,North Dakota,Natural resources / water
233,93,2023-08-22T09:23:32.893,Grinnell College,Iowa,Bioinformatics 
233,94,2023-08-22T17:08:20.627,Pacific University,Oregon,Integrative Biology
234,95,2023-08-23T08:39:18.728,American University,District of Columbia,Biology (Ecology)
234,96,2023-08-23T08:58:32.936,Cal State Long Beach,California,Urban Ecology / Evolutionary Biologist
234,97,2023-08-23T09:03:15.052,Willamette University,Oregon,Environmental Science
234,98,2023-08-23T14:15:24.751,Montana State University,Montana,Land-Atmosphere Interactions
235,99,2023-08-24T12:08:48.406,University of Southern California,California,Molecular and Computational Biology
235,100,2023-08-24T12:22:32.208,Washington University / Missouri Botanical Garden,Missouri,Plant Biodiversity Science
236,101,2023-08-25T08:15:42.435,Fordham University,New York,Quantitative Biology
236,102,2023-08-25T10:47:09.777,Penn State University,Pennsylvania,Integrated Forest Health
238,103,2023-08-27T06:23:24.153,University of South Carolina Beaufort,South Carolina,Developmental Biology / Biomedical Science
238,104,2023-08-27T14:18:24.769,Millsaps College,Mississippi,Cell Biology (Broad)
238,105,2023-08-27T17:28:57.498,James Madison University ,Virginia,Discipline-Based Education Research 
239,106,2023-08-28T05:26:44.734,University of Wisconsin - Milwaukee,Wisconsin,Fisheries
239,107,2023-08-28T07:36:35.975,Harvard Medical School,Massachusetts,Systems Biology
239,108,2023-08-28T20:48:48.530,Cal State Northridge,California,Marine Biology / Ecology
240,109,2023-08-29T11:48:33.107,UPenn,Pennsylvania,Bioengineering
240,110,2023-08-29T16:06:11.158,Oxford College of Emory University,Georgia,Biology
241,111,2023-08-30T10:57:42.236,Rose-Hulman Institute of Technology,Indiana,Biology broadly
241,112,2023-08-30T11:47:50.951,Hope College,Michigan,Biology
241,113,2023-08-30T12:31:57.079,Colgate University,New York,Molecular Biology
241,114,2023-08-30T14:23:59.198,Hope College,Michigan,Neuroscience
242,115,2023-08-31T09:27:32.361,William and Mary,Virginia,Integrative Organismal Biology
242,116,2023-08-31T10:00:08.534,UC Berkeley,California,Emerging Zoonoses - Integrative Biology & Public Health
242,117,2023-08-31T10:03:32.945,University of Cincinnati Blue Ash College,Ohio,Biology
242,118,2023-08-31T10:05:50.912,Southeastern Oklahoma State University,Oklahoma,Botany / Plant Ecology
242,119,2023-08-31T10:19:36.324,Stanford University,California,Animal Physiology
242,120,2023-08-31T10:42:45.531,University of Missouri Columbia,Missouri,Plant-Microbe Interactions
242,121,2023-08-31T12:28:08.784,Miami University,Ohio,Plant Biology
243,122,2023-09-01T06:18:17.711,Belmont University,Tennessee,Environmental Science / Biology
243,123,2023-09-01T07:16:57.022,Colorado State University,Colorado,Phylogenetics
243,124,2023-09-01T08:50:17.537,Northern Michigan University,Michigan,Anatomy & Physiology
243,125,2023-09-01T10:51:25.327,California Institute of Technology,California,Land Surface Processes
243,126,2023-09-01T12:41:05.603,Bryn Mawr College,Pennsylvania,Neuroscience
244,127,2023-09-02T14:53:00.601,Dauphin Island Sea Lab,Alabama,Avian Ecology
247,128,2023-09-05T05:47:55.148,Louisiana State University,Louisiana,Population Genetics
247,129,2023-09-05T13:30:51.270,UC Davis,California,Insect Biology
247,130,2023-09-05T13:52:33.248,Rhodes College,Tennessee,Evolution
247,131,2023-09-05T13:53:58.391,Rhodes College,Tennessee,Organismal Biology
248,132,2023-09-06T08:46:14.399,University of Rhode Island,Rhode Island,Wildlife Population Ecology
248,133,2023-09-06T10:45:27.547,University of Tampa,Florida,Biophysical Oceanography
249,134,2023-09-07T05:38:04.430,Oberlin College,Ohio,Community Ecology
249,135,2023-09-07T05:39:39.158,Louisiana State University,Louisiana,Discipline-Based Education Research
249,136,2023-09-07T06:05:09.371,University of North Dakota,North Dakota,Quantitative Conservation Biologist
249,137,2023-09-07T09:35:21.022,University of Wisconsin - Eau Claire,Wisconsin,Conservation Biology
249,138,2023-09-07T10:23:46.164,Ohio Wesleyan University,Ohio,Neuroscience
249,139,2023-09-07T10:29:23.798,Lake Superior State University,Michigan,Natural resources / forest conservation
249,140,2023-09-07T11:46:13.713,Southern Illinois University,Illinois,Ecology & Biostatistics
249,141,2023-09-07T14:08:39.944,University of Utah,Utah,Climate Change Science & Impacts
250,142,2023-09-08T10:24:14.770,University of Virginia,Virginia,Microbiology / Infectious Disease
250,143,2023-09-08T10:35:16.017,California State University San Marcos,California,Biology (Physiology)
250,144,2023-09-08T10:56:49.721,University of Tennessee at Knoxville,Tennessee,Plant-Microbe Interactions
250,145,2023-09-08T10:58:19.607,University of Tennessee at Knoxville,Tennessee,Microbial Physiology
250,146,2023-09-08T11:51:32.396,Skidmore College,New York,Plant Biology
251,147,2023-09-09T14:38:12.470,University of Mississippi,Mississippi,Molecular Evolution
253,148,2023-09-11T08:55:16.676,Louisiana State University,Louisiana,Chemical Oceanography / Biogeochemistry
253,149,2023-09-11T18:14:57.702,University of Maryland Center for Environmental Science,Maryland,Environmental Science / Ecology / Sustainability
254,150,2023-09-12T06:17:15.372,Princeton University,New Jersey,"Ecology, Evolution, and/or Behavior"
254,151,2023-09-12T07:59:34.478,Duke University,North Carolina,Terrestrial Ecology
254,152,2023-09-12T14:15:10.762,Auburn University,Alabama,Vertebrate Physiology
254,153,2023-09-12T14:33:14.640,Sewanee: University of the South,Tennessee,Physiology
255,154,2023-09-13T08:08:15.537,Illinois State University,Illinois,Ecology of Human Impacted Systems
255,155,2023-09-13T08:09:59.053,Illinois State University,Illinois,Population or Community Ecology
255,156,2023-09-13T15:25:07.299,Cal Poly Pomona,California,Mycology
255,157,2023-09-13T15:40:43.588,Southeastern Louisiana University,Louisiana,Microbiology
255,158,2023-09-13T20:27:34.651,Missouri State University,Missouri,"Host-microbiome interactions, microbial pathogenesis, microbial metagenomics"
256,159,2023-09-14T08:32:27.355,Appalachian State University,North Carolina,"Developmental Biology, Immunology, and Molecular Biology"
256,160,2023-09-14T08:37:15.995,University of Maine,Maine,Microbiology
256,161,2023-09-14T11:23:57.315,UC Berkeley,California,"Genetics, Genomics, Evolution and Development"
256,162,2023-09-14T11:38:45.934,Emory University,Georgia,Theoretical Biology
256,163,2023-09-14T15:23:39.224,Salisbury University,Maryland,Cellular/Molecular Biology
257,164,2023-09-15T11:18:18.213,"California State University, Bakersfield",California,Biology - Physiology
257,165,2023-09-15T11:52:38.618,Miami University,Ohio,Behavioral Biology
257,166,2023-09-15T13:23:24.440,Grants Community College,New Mexico,Biology
258,167,2023-09-16T06:45:56.609,University of Wisconsin Madison,Wisconsin,Forest Ecosystem Ecology
258,168,2023-09-16T11:47:56.934,University of North Texas,Texas,Microbial Genomics
260,169,2023-09-18T05:48:40.854,Stetson University,Florida,Biology
260,170,2023-09-18T06:43:52.601,Oklahoma State University,Oklahoma,Ecology at the Landscape or Larger Spatial Scales
260,171,2023-09-18T07:08:54.896,Ursinus College,Pennsylvania,Neurobiology
260,172,2023-09-18T07:53:13.036,University of Rhode Island,Rhode Island,Applied Quantitative Ecology
260,173,2023-09-18T09:36:13.811,University of Minnesota Crookston,Minnesota,Forestry
260,174,2023-09-18T09:37:01.186,Stanford University,California,Freshwater
260,175,2023-09-18T09:39:42.298,Texas A&M,Texas,Range Management
260,176,2023-09-18T09:42:38.807,Chadron State College,Nebraska,Rangeland Management & Ecology
260,177,2023-09-18T09:45:19.454,University of Alaska,Alaska,Marine Policy
260,178,2023-09-18T09:48:40.585,Abraham Baldwin Agricultural College ,Georgia,Forestry
260,179,2023-09-18T10:05:34.340,Stony Brook University,New York,Climate Change & Biodiversity
260,180,2023-09-18T14:30:24.265,The University of Texas at Austin,Texas,Biodiversity Science
260,181,2023-09-18T19:05:36.912,Columbia University,New York,Evolutionary Biology / Evolutionary Ecology
261,182,2023-09-19T06:20:05.530,Austin Peay State University,Tennessee,Plant Evolutionary Biology
261,183,2023-09-19T06:21:46.581,Austin Peay State University ,Tennessee,Aquatic Biology
261,184,2023-09-19T06:22:44.225,Austin Peay State University,Tennessee,Disease Ecology / Biology
261,185,2023-09-19T07:40:55.265,Oregon State University,Oregon,Microbiology 
261,186,2023-09-19T08:16:30.737,Western Carolina University,North Carolina,Forestry / Fire Ecology
261,187,2023-09-19T10:16:24.519,UC Davis,California,Avian Ecology / Waterfowl Conservation & Management
261,188,2023-09-19T12:19:31.474,University of Wyoming,Wyoming,Ornithology
261,189,2023-09-19T12:32:52.308,University of Texas at El Paso,Texas,Biological Sciences
261,190,2023-09-19T14:12:11.156,Oklahoma State University,Oklahoma,Biology Education
261,191,2023-09-19T14:42:37.481,San Diego State University,California,Geography & Environmental Sustainability
261,192,2023-09-19T15:31:35.485,"California State University, Bakersfield",California,Developmental Biology
261,193,2023-09-19T15:46:52.070,University of Nebraska at Kearney ,Nebraska,Biology (any health science related discipline)
261,194,2023-09-19T15:47:53.782,University of Nebraska at Kearney ,Nebraska,Anatomy and Physiology
261,195,2023-09-19T20:30:54.447,Arizona State University,Arizona,Marine Biology
262,196,2023-09-20T06:16:16.831,Le Moyne College,New York,Physiology / Integrative Organismal Biology
262,197,2023-09-20T07:11:38.424,University of Maine,Maine,Soil Science
262,198,2023-09-20T08:47:18.624,"University of Nebraska, Lincoln",Nebraska,"Genes, Genomes, and Evolution"
262,199,2023-09-20T16:52:31.521,Mississippi State University,Mississippi,Biology
263,200,2023-09-21T00:33:20.952,Wake Forest University,North Carolina,Evolutionary Biology
263,201,2023-09-21T00:35:07.747,Wake Forest University,North Carolina,Neurobiology
263,202,2023-09-21T00:35:39.591,Wake Forest University,North Carolina,Behavioral Ecology
263,203,2023-09-21T06:03:35.286,University of Massachusetts Amherst,Massachusetts,Wildlife Ecology
263,204,2023-09-21T11:50:18.674,Cornell University,New York,Plant Biodiversity & Adaptation
263,205,2023-09-21T11:51:50.893,Texas State University,Texas,Microbiology
263,206,2023-09-21T12:29:05.265,Georgia Tech,Georgia,Earth System Science
263,207,2023-09-21T12:36:15.951,Ohio State University,Ohio,Director of the School of Environment and Natural Resources 
263,208,2023-09-21T18:13:27.923,Johns Hopkins University,Maryland,Biology
263,209,2023-09-21T20:07:23.467,Chapman University,California,Life Sciences
264,210,2023-09-22T08:07:48.352,Arizona State University,Arizona,Quantitative Ecology
264,211,2023-09-22T11:57:22.492,University of Miami,Florida,Ecology & Evolutionary Biology
266,212,2023-09-24T10:37:44.394,Oklahoma State University,Oklahoma,Plant Physiology
267,213,2023-09-25T07:39:23.773,Texas State University,Texas,Aquatic Resources
267,214,2023-09-25T09:14:28.915,California State University - Chico,California,Wildlife or Fish Biology
267,215,2023-09-25T09:53:23.610,Michigan State University,Michigan,Medical / Veterinary Entomology
268,216,2023-09-26T05:02:58.382,James Madison University ,Virginia,Plant Biotechnology
268,217,2023-09-26T10:51:46.397,Indiana University,Indiana,Animal Behavior
268,218,2023-09-26T12:10:00.577,University of North Carolina at Chapel Hill,North Carolina,Plant Signal Networks
268,219,2023-09-26T12:18:05.567,University of North Carolina at Chapel Hill,North Carolina,Microbiology
268,220,2023-09-26T12:58:35.928,"University of Louisiana, Lafayette",Louisiana,Ecology & Evolutionary Biology
268,221,2023-09-26T14:00:23.344,University of Illinois at Urbana-Champaign,Illinois,Virology
268,222,2023-09-26T16:33:30.620,University of Pennsylvania,Pennsylvania,Ecology
269,223,2023-09-27T06:17:57.824,Susquehanna University,Pennsylvania,Animal Physiology 
269,224,2023-09-27T15:58:19.595,Cornell University,New York,Population Biology and Genomic Architecture of Species Success
270,225,2023-09-28T19:54:05.055,University of Hawai‘i at Mānoa,Hawaii,Plant Genomics / Herbarium Director
271,226,2023-09-29T01:54:34.321,University of Virginia,Virginia,Contagion Science
271,227,2023-09-29T06:46:58.660,University of Rhode Island,Rhode Island,Watershed Ecology
271,228,2023-09-29T07:35:44.937,University of Tennessee,Tennessee,Vertebrate Biology
271,229,2023-09-29T09:44:01.612,Wake Forest University,North Carolina,Remote Sensing
271,230,2023-09-29T10:45:29.039,Eastern Illinois University,Illinois,Animal Physiology
271,231,2023-09-29T11:39:26.435,Western Carolina University,North Carolina,Aquatic Biology
271,232,2023-09-29T13:27:04.350,University of Vermont,Vermont,Fisheries Biology
271,233,2023-09-29T15:16:44.792,Arizona State University,Arizona,Director of the School of Mathematical & Natural Sciences
272,234,2023-09-30T10:22:56.501,University of North Texas,Texas,Computational Biochemistry / Biology
273,235,2023-10-01T17:45:36.748,Wesleyan University,Connecticut,Evolutionary Developmental Biology
274,236,2023-10-02T07:45:29.506,University of Flordia,Florida,Remote Sensing
274,237,2023-10-02T09:20:35.234,University of Wisconsin Stout,Wisconsin,Biology
274,238,2023-10-02T09:35:42.700,Iowa State University,Iowa,Comparative Animal Physiology / Ecophysiology
274,239,2023-10-02T11:00:42.397,SUNY Oswego,New York,Great Lakes Ecology
274,240,2023-10-02T12:24:50.579,The George Washington University,District of Columbia,Computational Biology
275,241,2023-10-03T06:10:29.854,Harvard University,Massachusetts,Evolutionary Biology
275,242,2023-10-03T11:25:08.324,Cornell University (AgriTech),New York,Insect Ecology / Controlled Environment Agriculture
275,243,2023-10-03T11:28:07.951,Lake Superior State University ,Michigan,Wildlife Management 
275,244,2023-10-03T11:48:43.750,San Francisco State University,California,Biological Data Science
